application	activity	logged
809932	Application was flagged	2025-04-23T11:06:46Z
809932	Interview was evaluated	2025-04-30T09:25:13Z
809932	Interview was evaluated	2025-05-28T13:09:34Z
809932	Offer was edited: ['Failed']	2025-05-30T15:51:21Z
809932	Offer was confirmed: ['Failed']	2025-05-30T15:51:21Z
809932	Applicant decision: ['None']	2025-05-30T15:57:09Z
809932	Offer was edited: ['Conditionally accepted']	2025-05-30T15:57:09Z
809932	Offer was confirmed: ['Conditionally accepted']	2025-05-30T15:57:10Z
809932	Invoice was issued	2025-05-30T15:57:10Z
809932	Invoice was edited	2025-05-30T15:57:27Z
809932	Invoice was edited	2025-05-30T15:57:29Z
809932	Invoice was edited	2025-05-30T15:57:35Z
809932	Applicant decision: ['None']	2025-06-17T12:51:10Z
809932	Offer was edited: ['Scholarship']	2025-06-17T12:51:10Z
809932	Offer was confirmed: ['Scholarship']	2025-06-17T12:51:11Z
809932	Invoice was deleted	2025-08-01T12:17:46Z
809932	Applicant decision: ['Declined']	2025-08-07T13:04:03Z
809932	Offer was edited: ['49']	2025-08-07T13:04:03Z
809932	Offer was confirmed: ['49']	2025-08-07T13:04:03Z
809932	Applicant decision: ['Declined']	2025-08-09T14:40:38Z
809932	Offer was edited: ['Accepted']	2025-08-09T14:40:38Z
809932	Offer was confirmed: ['Accepted']	2025-08-09T14:40:38Z
809758	Application was flagged	2025-04-23T11:26:55Z
809758	Application was flagged	2025-04-30T09:49:54Z
809758	Interview was evaluated	2025-04-30T09:49:58Z
809758	Interview was evaluated	2025-05-20T09:15:07Z
809758	Application was un-flagged	2025-06-03T13:29:35Z
809758	Applicant decision: ['None']	2025-06-03T13:30:21Z
809758	Offer was edited: ['Scholarship']	2025-06-03T13:30:21Z
809758	Offer was confirmed: ['Scholarship']	2025-06-03T13:30:21Z
809758	Invoice was issued	2025-06-03T13:30:49Z
809758	Invoice was issued	2025-06-03T13:31:12Z
809758	Applicant decision: ['None']	2025-06-03T13:33:37Z
809758	Offer was edited: ['Conditionally accepted']	2025-06-03T13:33:37Z
809758	Offer was confirmed: ['Conditionally accepted']	2025-06-03T13:33:37Z
809758	Invoice was issued	2025-06-03T13:33:37Z
809758	Invoice was deleted	2025-06-03T13:33:46Z
809758	Application was flagged	2025-06-07T10:22:41Z
809758	Application was flagged	2025-06-14T10:44:14Z
809758	Document was uploaded	2025-06-20T14:15:08Z
809758	Applicant decision: ['Final']	2025-06-26T12:53:49Z
809758	Offer was edited: ['49']	2025-06-26T12:53:49Z
809758	Offer was confirmed: ['49']	2025-06-26T12:53:49Z
809758	Applicant decision: ['Final']	2025-08-15T09:42:44Z
809758	Offer was edited: ['Accepted']	2025-08-15T09:42:44Z
809758	Offer was confirmed: ['Accepted']	2025-08-15T09:42:45Z
809619	Application was flagged	2025-05-16T21:38:34Z
809619	Application was flagged	2025-05-16T21:40:26Z
809619	Interview was evaluated	2025-05-16T21:40:50Z
809619	Interview was evaluated	2025-05-29T20:19:25Z
809619	Applicant decision: ['None']	2025-06-05T11:26:02Z
809619	Offer was edited: ['Scholarship']	2025-06-05T11:26:02Z
809619	Offer was confirmed: ['Scholarship']	2025-06-05T11:26:02Z
809619	Applicant decision: ['None']	2025-06-05T11:27:45Z
809619	Offer was edited: ['Conditionally accepted']	2025-06-05T11:27:45Z
809619	Offer was confirmed: ['Conditionally accepted']	2025-06-05T11:27:46Z
809619	Invoice was issued	2025-06-05T11:27:46Z
809619	Invoice was deleted	2025-06-05T11:27:54Z
809619	Invoice was issued	2025-06-05T11:28:02Z
809619	Invoice was issued	2025-06-05T11:28:20Z
809619	Invoice was edited	2025-06-10T09:45:51Z
809619	Invoice was edited	2025-06-10T09:46:19Z
809619	Applicant decision: ['None']	2025-06-10T09:46:42Z
809619	Offer was edited: ['Conditionally accepted']	2025-06-10T09:46:42Z
809619	Offer was confirmed: ['Conditionally accepted']	2025-06-10T09:46:42Z
809619	Application was un-flagged	2025-07-16T16:21:25Z
808902	Application was flagged	2025-04-23T11:22:41Z
808902	Application was flagged	2025-04-29T12:47:52Z
808902	Interview was evaluated	2025-04-29T12:52:49Z
808902	Application was flagged	2025-05-09T16:04:45Z
808902	Application was assigned	2025-05-16T16:33:39Z
808902	Application was flagged	2025-05-22T10:33:20Z
808902	Application was un-assigned	2025-05-23T13:22:20Z
808902	Interview was evaluated	2025-05-28T13:57:31Z
808902	Applicant decision: ['None']	2025-05-31T10:20:50Z
808902	Offer was edited: ['Conditionally accepted']	2025-05-31T10:20:50Z
808902	Offer was confirmed: ['Conditionally accepted']	2025-05-31T10:20:51Z
808902	Invoice was issued	2025-05-31T10:20:51Z
808902	Invoice was edited	2025-05-31T10:21:22Z
808902	Offer was edited: ['Other']	2025-05-31T10:21:39Z
808902	Offer was confirmed: ['Other']	2025-05-31T10:21:39Z
808902	Applicant decision: ['None']	2025-05-31T10:22:37Z
808902	Offer was edited: ['Scholarship']	2025-05-31T10:22:37Z
808902	Offer was confirmed: ['Scholarship']	2025-05-31T10:22:37Z
808902	Applicant decision: ['None']	2025-05-31T10:22:50Z
808902	Offer was edited: ['Scholarship']	2025-05-31T10:22:50Z
808902	Offer was confirmed: ['Scholarship']	2025-05-31T10:22:50Z
808902	Offer was edited: ['Other']	2025-05-31T10:22:58Z
808902	Offer was confirmed: ['Other']	2025-05-31T10:22:58Z
808902	Invoice was edited	2025-05-31T12:29:27Z
808902	Applicant decision: ['None']	2025-06-05T13:13:29Z
808902	Offer was edited: ['Scholarship']	2025-06-05T13:13:29Z
808902	Application was un-flagged	2025-06-05T15:12:36Z
808902	Invoice was deleted	2025-06-12T11:02:41Z
808902	Invoice was issued	2025-06-12T11:05:30Z
808902	Invoice was issued	2025-06-12T11:07:13Z
808902	Application was flagged	2025-06-26T12:45:18Z
808902	Invoice was collected	2025-07-01T14:51:55Z
808902	Invoice was collected in full	2025-07-01T14:51:55Z
808902	Applicant decision: ['Final']	2025-08-22T11:11:07Z
808902	Offer was edited: ['49']	2025-08-22T11:11:07Z
808902	Offer was confirmed: ['49']	2025-08-22T11:11:08Z
808902	Applicant decision: ['Final']	2025-08-22T12:29:23Z
808902	Offer was edited: ['Accepted']	2025-08-22T12:29:24Z
808902	Offer was confirmed: ['Accepted']	2025-08-22T12:29:24Z
809930	Application was flagged	2025-04-23T11:14:34Z
809930	Application was flagged	2025-04-29T10:47:01Z
809930	Interview was evaluated	2025-05-03T09:22:02Z
809930	Applicant decision: ['None']	2025-05-03T09:22:51Z
809930	Offer was edited: ['Conditionally accepted']	2025-05-03T09:22:51Z
809930	Offer was confirmed: ['Conditionally accepted']	2025-05-03T09:22:51Z
809930	Invoice was issued	2025-05-03T09:22:51Z
809930	Invoice was edited	2025-05-03T09:23:04Z
809930	Offer was edited: ['Other']	2025-05-03T09:23:14Z
809930	Offer was confirmed: ['Other']	2025-05-03T09:23:14Z
809930	Application was un-flagged	2025-05-15T15:05:18Z
809930	Interview was evaluated	2025-05-22T13:04:58Z
809930	Applicant decision: ['None']	2025-06-05T14:20:15Z
809930	Offer was edited: ['Scholarship']	2025-06-05T14:20:15Z
809930	Offer was confirmed: ['Scholarship']	2025-06-05T14:20:16Z
809930	Invoice was deleted	2025-06-05T14:20:23Z
809930	Invoice was issued	2025-06-05T14:20:30Z
809930	Invoice was issued	2025-06-05T14:20:49Z
809930	Applicant decision: ['Final']	2025-06-05T14:22:06Z
809930	Offer was edited: ['Conditionally accepted']	2025-06-05T14:22:06Z
809930	Offer was confirmed: ['Conditionally accepted']	2025-06-05T14:22:06Z
808504	Application was flagged	2025-02-25T09:03:07Z
808504	Application was flagged	2025-02-25T12:04:07Z
808504	Application was flagged	2025-04-03T15:14:42Z
808504	Invoice was deleted	2025-04-23T15:11:19Z
808504	Application was un-flagged	2025-04-23T15:11:28Z
808504	Application was flagged	2025-04-23T15:11:39Z
808504	Interview was evaluated	2025-05-06T11:25:59Z
808504	Applicant decision: ['None']	2025-05-06T12:08:15Z
808504	Offer was edited: ['Conditionally accepted']	2025-05-06T12:08:15Z
808504	Offer was confirmed: ['Conditionally accepted']	2025-05-06T12:08:15Z
808504	Invoice was issued	2025-05-06T12:08:16Z
808504	Invoice was edited	2025-05-06T12:09:31Z
808504	Applicant decision: ['None']	2025-05-06T12:10:02Z
808504	Offer was edited: ['Conditionally accepted']	2025-05-06T12:10:02Z
808504	Offer was confirmed: ['Conditionally accepted']	2025-05-06T12:10:02Z
808504	Invoice was edited	2025-05-14T15:30:40Z
808504	Interview was evaluated	2025-05-27T15:29:55Z
808504	Invoice was edited	2025-06-06T09:33:09Z
808504	Applicant decision: ['Final']	2025-06-06T09:33:19Z
808504	Offer was edited: ['Conditionally accepted']	2025-06-06T09:33:19Z
808504	Offer was confirmed: ['Conditionally accepted']	2025-06-06T09:33:19Z
808504	Offer was edited: ['Failed']	2025-06-06T09:57:18Z
808504	Offer was confirmed: ['Failed']	2025-06-06T09:57:18Z
808504	Invoice was edited	2025-06-06T18:13:33Z
808504	Applicant decision: ['None']	2025-06-17T12:50:11Z
808504	Offer was edited: ['Scholarship']	2025-06-17T12:50:11Z
808504	Offer was confirmed: ['Scholarship']	2025-06-17T12:50:11Z
808504	Invoice was deleted	2025-06-17T12:50:21Z
808504	Invoice was issued	2025-06-17T12:50:28Z
808504	Invoice was collected	2025-07-01T14:03:36Z
808504	Invoice was collected in full	2025-07-01T14:03:36Z
808504	Offer was edited: ['49']	2025-07-25T16:20:50Z
808504	Offer was confirmed: ['49']	2025-07-25T16:20:50Z
808504	Applicant decision: ['None']	2025-08-15T09:38:40Z
808504	Offer was edited: ['Accepted']	2025-08-15T09:38:40Z
808504	Offer was confirmed: ['Accepted']	2025-08-15T09:38:40Z
809654	Application was flagged	2025-04-23T11:23:37Z
809654	Application was flagged	2025-04-29T15:54:19Z
809654	Applicant decision: ['None']	2025-04-29T16:06:48Z
809654	Offer was edited: ['Conditionally accepted']	2025-04-29T16:06:48Z
809654	Offer was confirmed: ['Conditionally accepted']	2025-04-29T16:06:48Z
809654	Invoice was issued	2025-04-29T16:06:48Z
809654	Invoice was deleted	2025-04-29T16:06:57Z
809654	Invoice was issued	2025-04-29T16:07:40Z
809654	Interview was evaluated	2025-04-30T09:23:15Z
809654	Interview was evaluated	2025-05-22T12:16:48Z
809654	Applicant decision: ['None']	2025-06-05T13:17:17Z
809654	Offer was edited: ['Scholarship']	2025-06-05T13:17:17Z
809654	Offer was confirmed: ['Scholarship']	2025-06-05T13:17:17Z
809654	Applicant decision: ['Final']	2025-06-05T13:18:36Z
809654	Offer was edited: ['Conditionally accepted']	2025-06-05T13:18:36Z
809654	Offer was confirmed: ['Conditionally accepted']	2025-06-05T13:18:37Z
809654	Invoice was edited	2025-06-05T13:21:21Z
809654	Invoice was collected	2025-06-11T15:27:19Z
809654	Invoice was collected in full	2025-06-11T15:27:19Z
809654	Offer was edited: ['49']	2025-06-24T11:32:31Z
809654	Offer was confirmed: ['49']	2025-06-24T11:32:31Z
809654	Applicant decision: ['None']	2025-08-15T12:31:38Z
809654	Offer was edited: ['Accepted']	2025-08-15T12:31:38Z
809654	Offer was confirmed: ['Accepted']	2025-08-15T12:31:38Z
808333	Application was flagged	2025-03-04T12:17:46Z
808333	Applicant decision: ['None']	2025-03-05T09:29:39Z
808333	Offer was edited: ['Conditionally accepted']	2025-03-05T09:29:39Z
808333	Offer was confirmed: ['Conditionally accepted']	2025-03-05T09:29:39Z
808333	Invoice was issued	2025-03-05T09:29:39Z
808333	Invoice was edited	2025-03-05T09:29:59Z
808333	Offer was edited: ['Other']	2025-03-05T09:30:10Z
808333	Offer was confirmed: ['Other']	2025-03-05T09:30:10Z
808333	Offer was edited: ['Other']	2025-03-05T09:30:14Z
808333	Offer was confirmed: ['Other']	2025-03-05T09:30:14Z
808333	Interview was evaluated	2025-03-05T09:30:19Z
808333	Interview was evaluated	2025-05-21T15:58:15Z
808333	Applicant decision: ['None']	2025-06-05T12:43:50Z
808333	Offer was edited: ['Scholarship']	2025-06-05T12:43:50Z
808333	Offer was confirmed: ['Scholarship']	2025-06-05T12:43:50Z
808333	Applicant decision: ['Final']	2025-06-05T12:44:57Z
808333	Offer was edited: ['Conditionally accepted']	2025-06-05T12:44:57Z
808333	Offer was confirmed: ['Conditionally accepted']	2025-06-05T12:44:57Z
808333	Invoice was deleted	2025-06-05T12:45:05Z
808333	Invoice was issued	2025-06-05T12:45:13Z
808333	Applicant decision: ['Final']	2025-09-27T09:51:29Z
808333	Offer was edited: ['50']	2025-09-27T09:51:29Z
809588	Application was flagged	2025-04-23T11:29:01Z
809588	Applicant decision: ['None']	2025-04-29T12:37:29Z
809588	Offer was edited: ['Conditionally accepted']	2025-04-29T12:37:29Z
809588	Offer was confirmed: ['Conditionally accepted']	2025-04-29T12:37:29Z
809588	Invoice was issued	2025-04-29T12:37:29Z
809588	Invoice was edited	2025-04-29T12:38:32Z
809588	Interview was evaluated	2025-04-29T12:39:04Z
809588	Invoice was deleted	2025-05-22T15:42:15Z
809588	Interview was evaluated	2025-05-28T14:06:13Z
809588	Application was flagged	2025-05-28T14:06:24Z
809588	Application was flagged	2025-05-31T11:16:34Z
809588	Applicant decision: ['Final']	2025-05-31T12:27:20Z
809588	Offer was edited: ['Conditionally accepted']	2025-05-31T12:27:20Z
809588	Offer was confirmed: ['Conditionally accepted']	2025-05-31T12:27:20Z
809588	Invoice was issued	2025-05-31T12:27:41Z
809588	Applicant decision: ['None']	2025-05-31T12:27:58Z
809588	Offer was edited: ['Scholarship']	2025-05-31T12:27:58Z
809588	Offer was confirmed: ['Scholarship']	2025-05-31T12:27:58Z
809588	Invoice was edited	2025-05-31T12:28:53Z
809588	Offer was edited: ['49']	2025-07-11T16:23:26Z
809588	Offer was confirmed: ['49']	2025-07-11T16:23:26Z
809588	Applicant decision: ['None']	2025-08-15T13:08:51Z
809588	Offer was edited: ['Accepted']	2025-08-15T13:08:51Z
809588	Offer was confirmed: ['Accepted']	2025-08-15T13:08:51Z
809140	Applicant decision: ['None']	2025-04-16T14:50:07Z
809140	Offer was edited: ['Conditionally accepted']	2025-04-16T14:50:07Z
809140	Offer was confirmed: ['Conditionally accepted']	2025-04-16T14:50:07Z
809140	Invoice was issued	2025-04-16T14:50:08Z
809140	Invoice was edited	2025-04-16T14:50:26Z
809140	Offer was edited: ['Other']	2025-04-16T14:50:44Z
809140	Offer was confirmed: ['Other']	2025-04-16T14:50:44Z
809140	Offer was edited: ['Other']	2025-04-16T14:50:58Z
809140	Offer was confirmed: ['Other']	2025-04-16T14:50:58Z
809140	Offer was edited: ['Other']	2025-04-16T14:51:20Z
809140	Offer was confirmed: ['Other']	2025-04-16T14:51:20Z
809140	Interview was evaluated	2025-04-16T14:51:26Z
809140	Application was flagged	2025-04-16T16:05:34Z
809140	Application was flagged	2025-04-24T14:27:10Z
809140	Interview was evaluated	2025-05-22T09:08:36Z
809140	Applicant decision: ['None']	2025-06-05T12:36:01Z
809140	Offer was edited: ['Scholarship']	2025-06-05T12:36:01Z
809140	Offer was confirmed: ['Scholarship']	2025-06-05T12:36:01Z
809140	Applicant decision: ['Final']	2025-06-05T12:37:02Z
809140	Offer was edited: ['Conditionally accepted']	2025-06-05T12:37:02Z
809140	Offer was confirmed: ['Conditionally accepted']	2025-06-05T12:37:03Z
809140	Invoice was deleted	2025-06-05T12:37:20Z
809140	Invoice was issued	2025-06-05T12:37:26Z
807339	Applicant decision: ['None']	2025-02-19T16:46:08Z
807339	Offer was edited: ['Conditionally accepted']	2025-02-19T16:46:08Z
807339	Offer was confirmed: ['Conditionally accepted']	2025-02-19T16:46:08Z
807339	Invoice was issued	2025-02-19T16:46:08Z
807339	Invoice was edited	2025-02-19T16:46:27Z
807339	Application was flagged	2025-02-19T16:48:20Z
807339	Interview was evaluated	2025-02-19T16:48:26Z
807339	Interview was evaluated	2025-05-21T15:20:21Z
807339	Applicant decision: ['None']	2025-06-05T12:47:40Z
807339	Offer was edited: ['Scholarship']	2025-06-05T12:47:40Z
807339	Offer was confirmed: ['Scholarship']	2025-06-05T12:47:40Z
807339	Applicant decision: ['None']	2025-06-05T12:48:47Z
807339	Offer was edited: ['Conditionally accepted']	2025-06-05T12:48:47Z
807339	Offer was confirmed: ['Conditionally accepted']	2025-06-05T12:48:48Z
807339	Invoice was deleted	2025-06-05T12:48:58Z
807339	Invoice was issued	2025-06-05T12:49:09Z
807339	Application was flagged	2025-06-11T15:38:52Z
807339	Applicant decision: ['Final']	2025-06-19T14:33:17Z
807339	Offer was edited: ['49']	2025-06-19T14:33:17Z
807339	Offer was confirmed: ['49']	2025-06-19T14:33:17Z
807339	Applicant decision: ['Final']	2025-08-13T13:11:25Z
807339	Offer was edited: ['Accepted']	2025-08-13T13:11:25Z
807339	Offer was confirmed: ['Accepted']	2025-08-13T13:11:25Z
807339	Applicant decision: ['Final']	2025-10-08T10:20:50Z
807339	Offer was edited: ['51']	2025-10-08T10:20:50Z
807339	Offer was confirmed: ['51']	2025-10-08T10:20:50Z
807338	Applicant decision: ['Declined']	2025-02-20T11:35:52Z
807338	Offer was edited: ['Waitlisted']	2025-02-20T11:35:52Z
807338	Applicant decision: ['Declined']	2025-02-20T11:35:59Z
807338	Offer was edited: ['50']	2025-02-20T11:35:59Z
807338	Applicant decision: ['None']	2025-02-21T09:13:22Z
807338	Offer was edited: ['Conditionally accepted']	2025-02-21T09:13:22Z
807338	Offer was confirmed: ['Conditionally accepted']	2025-02-21T09:13:23Z
807338	Invoice was issued	2025-02-21T09:13:23Z
807338	Invoice was edited	2025-02-21T09:13:38Z
807338	Application was flagged	2025-02-21T09:13:50Z
807338	Interview was evaluated	2025-02-21T09:13:55Z
807338	Interview was evaluated	2025-05-21T15:18:00Z
807338	Applicant decision: ['None']	2025-06-05T12:27:09Z
807338	Offer was edited: ['Scholarship']	2025-06-05T12:27:09Z
807338	Offer was confirmed: ['Scholarship']	2025-06-05T12:27:09Z
807338	Applicant decision: ['None']	2025-06-05T12:28:23Z
807338	Offer was edited: ['Conditionally accepted']	2025-06-05T12:28:23Z
807338	Offer was confirmed: ['Conditionally accepted']	2025-06-05T12:28:23Z
807338	Invoice was deleted	2025-06-05T12:28:30Z
807338	Invoice was issued	2025-06-05T12:28:36Z
807338	Application was flagged	2025-06-11T15:36:21Z
807338	Applicant decision: ['Final']	2025-06-19T13:31:56Z
807338	Offer was edited: ['49']	2025-06-19T13:31:56Z
807338	Offer was confirmed: ['49']	2025-06-19T13:31:56Z
807338	Applicant decision: ['Final']	2025-08-12T13:55:59Z
807338	Offer was edited: ['Accepted']	2025-08-12T13:55:59Z
807338	Offer was confirmed: ['Accepted']	2025-08-12T13:55:59Z
807338	Applicant decision: ['Final']	2025-09-30T10:20:01Z
807338	Offer was edited: ['51']	2025-09-30T10:20:01Z
807338	Offer was confirmed: ['51']	2025-09-30T10:20:02Z
